"individual","year","sex","age","population","subspecies","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v87","v88","v89","v90","v91","v93","v94","v95","v96","v97","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v126","v127","v128","v129","v130","v131","v132","v133","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v146","v147","v148","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v159","v160","v161","v162","v164","grey_score_avg"
"Rachael",NA,"F",16,"NIRC","verus",1,3,3,3,2,4,3,3,1,2,3,2,2,2,2,2,2,4,2,3,4,4,2,1,4,3,3,2,3,2,3,2,4,3,3,2,3,6,4,3,3,2,2,2,2,3,3,2,2,4,6,4,2,3,2,3,4,3,2,4,3,2,2,3,5,3,3,3,3,2,3,2,2,2,2,2,2,3,3,4,3,4,3,3,1,3,3,4,1,2,3,3,4,4,3,4,2,6,2,3,2,3,4,4,3,2,2,2,2,3,2,3,6,3,2,4,2,1,3,2,2,3,3,2,2,1,1,2,3,2,1,3,1,2,3,1,6,3,4,2,4,3,2,3,3,3,3,3,3,3,2,3,2.76315789473684
"DIV",NA,"F",14,"TAI","verus",1,2,4,2,1,2,3,2,2,3,3,2,4,1,1,3,1,4,3,2,3,2,3,1,4,3,2,3,4,3,3,2,4,4,3,2,2,2,4,1,3,2,3,4,3,3,3,4,2,2,3,3,3,3,3,2,4,1,3,3,2,2,2,3,3,3,2,3,4,2,3,2,3,2,3,1,2,3,3,5,3,4,3,3,1,2,2,4,3,3,4,4,4,2,3,3,2,2,2,4,3,3,4,6,2,6,4,2,3,4,2,2,2,4,3,5,2,3,3,2,3,4,3,3,2,5,2,2,2,2,2,6,2,2,2,2,6,3,4,4,1,3,2,2,2,2,5,3,2,2,2,4,2.79605263157895
"ISH",NA,"F",39,"TAI","verus",2,2,4,1,2,3,3,3,3,2,3,3,3,1,1,3,1,4,3,2,2,3,3,2,4,2,4,3,3,2,2,2,3,2,2,2,2,2,4,1,2,2,2,3,3,2,1,4,1,3,1,3,2,4,2,2,3,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,1,1,2,2,2,3,5,2,4,2,3,1,6,1,3,2,2,3,2,3,2,2,2,2,2,3,3,3,2,2,3,2,3,4,6,1,2,3,2,2,3,3,4,2,2,3,2,2,3,3,2,2,1,2,1,1,2,2,4,1,2,3,1,6,3,4,4,1,1,1,2,1,1,2,1,2,1,1,4,2.36184210526316
"ROM",NA,"M",9,"TAI","verus",2,2,2,2,2,3,3,2,4,2,3,4,1,1,1,2,1,4,3,2,3,2,3,2,5,3,3,2,2,2,2,2,4,3,2,2,2,1,3,2,3,2,2,3,3,2,2,4,1,2,2,2,2,3,2,2,4,1,2,3,1,2,2,2,2,1,2,3,3,2,2,3,2,2,1,2,2,2,3,4,3,4,1,3,1,6,1,4,1,3,3,2,3,2,4,4,1,2,2,2,2,2,3,2,1,3,1,1,2,2,4,2,2,3,2,5,2,1,3,3,2,2,3,2,2,3,2,1,1,2,1,2,1,1,3,2,6,3,4,4,4,3,3,3,3,4,5,3,4,4,1,3,2.44078947368421
"TAB",NA,"M",17,"TAI","verus",1,2,2,2,2,2,2,2,5,2,3,6,2,4,1,2,1,3,3,2,1,2,3,2,5,2,3,3,2,2,2,2,3,2,2,3,2,1,3,2,2,2,2,5,3,2,2,3,1,2,1,2,1,3,2,2,3,1,2,2,1,2,2,2,2,1,3,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,1,3,1,2,1,3,2,3,2,2,1,2,1,4,1,2,3,2,2,2,2,3,3,3,3,1,2,2,6,2,2,3,2,3,3,2,3,2,2,2,3,2,2,2,1,1,2,1,1,2,2,2,2,2,2,3,2,3,5,2,2,3,4,4,5,2,4,5,4,3,2.31578947368421
"WOO",NA,"M",15,"TAI","verus",1,2,2,2,1,2,2,2,1,2,3,4,2,3,1,2,1,4,2,2,1,2,3,2,5,2,3,1,2,1,2,2,3,2,2,3,1,1,3,1,2,2,2,4,3,2,2,3,1,2,1,1,1,3,2,2,3,1,2,2,1,2,2,2,1,1,3,3,2,2,2,2,2,2,1,2,2,2,2,4,2,2,1,2,1,3,1,3,1,3,2,2,2,2,1,3,1,2,4,3,2,2,2,2,3,1,3,1,2,2,3,1,2,3,3,4,3,2,2,4,2,1,3,2,3,6,2,1,3,1,1,2,6,2,2,1,1,3,5,3,5,2,2,2,2,3,3,2,2,2,2,2,2.17763157894737
"ZYO",NA,"M",45,"TAI","verus",4,5,5,5,3,3,5,4,2,3,3,2,1,3,1,2,1,4,3,3,3,3,3,2,5,4,4,2,3,3,3,2,3,2,2,3,1,4,5,3,4,2,1,4,4,3,2,4,3,3,2,2,3,3,3,2,3,2,3,2,1,2,2,2,3,2,3,3,3,3,2,2,2,3,3,6,3,4,4,5,3,3,2,4,1,4,3,3,1,4,4,2,3,2,3,3,2,3,2,3,4,2,3,4,2,3,3,3,3,3,2,2,3,4,4,5,3,1,3,3,3,4,2,3,4,1,2,4,2,2,2,3,1,1,5,3,3,3,2,3,3,1,1,1,1,2,3,2,2,2,1,3,2.79605263157895
"ZOR",NA,"F",52,"TAI","verus",1,3,4,6,1,3,5,5,3,2,3,1,3,3,1,2,1,4,3,3,3,4,2,4,5,3,5,4,3,3,1,2,2,2,1,3,2,3,5,3,2,2,1,5,4,1,2,3,2,5,4,2,5,3,5,3,3,1,3,4,1,1,1,3,3,3,3,2,2,5,2,2,3,4,4,2,1,5,3,5,1,2,2,3,2,2,3,4,1,1,4,2,4,2,2,4,2,3,3,3,4,1,3,4,2,2,3,4,2,3,1,3,2,2,1,3,3,2,1,4,4,5,2,3,2,1,2,4,3,3,1,4,2,2,5,2,2,3,1,2,4,3,2,4,2,2,7,4,3,3,3,2,2.78947368421053
"WAP",NA,"F",41,"TAI","verus",3,2,4,3,2,4,5,4,4,1,3,2,3,3,1,3,1,5,2,2,3,3,2,3,4,3,3,3,2,4,2,2,3,2,1,3,2,1,5,2,2,2,2,3,4,2,2,2,1,4,1,3,2,3,5,1,3,1,2,3,1,1,2,1,2,2,2,2,2,4,2,2,2,2,1,1,1,3,2,4,2,2,1,3,1,2,2,3,1,2,3,2,3,2,2,3,1,1,2,3,3,2,2,3,2,3,3,3,2,2,2,3,2,2,2,3,3,2,2,3,3,4,3,2,4,4,1,3,3,1,2,3,3,2,2,2,2,3,5,4,1,1,2,2,1,1,3,1,2,2,2,3,2.39473684210526
"UTA",NA,"M",14,"TAI","verus",3,2,4,3,2,2,4,4,5,1,3,1,2,2,1,2,1,4,3,3,4,2,3,3,5,3,2,4,2,4,4,2,5,3,3,3,3,2,4,3,2,2,2,4,5,3,1,3,1,4,3,2,2,4,4,2,5,1,3,4,1,2,2,1,1,1,2,3,2,3,3,2,4,2,2,2,2,4,3,4,3,4,3,3,1,3,2,4,2,4,2,3,3,2,2,4,1,2,4,3,4,2,2,6,2,3,2,2,4,2,3,4,2,3,3,5,3,2,3,3,2,3,3,6,3,5,1,3,2,2,1,3,2,2,6,6,2,3,4,3,3,2,2,2,2,2,3,2,3,2,2,2,2.78289473684211
"SUM",NA,"F",44,"TAI","verus",4,5,5,2,3,2,5,4,1,3,3,2,4,3,1,3,1,4,3,5,4,4,2,4,4,3,3,4,3,4,2,2,4,3,4,2,2,3,4,3,4,3,2,5,2,2,2,4,1,4,4,3,3,4,3,3,3,2,3,3,2,3,2,2,4,3,2,3,2,5,2,2,3,2,3,2,4,3,3,5,2,3,3,3,1,4,3,3,3,2,3,4,3,2,4,3,1,2,3,3,4,2,2,2,3,3,4,3,2,4,4,2,3,2,4,3,3,1,4,2,4,5,2,2,2,4,1,2,2,1,2,3,1,2,6,2,3,2,3,3,2,2,2,2,1,1,3,2,3,2,2,4,2.85526315789474
"SAG",NA,"M",20,"TAI","verus",2,3,4,3,2,2,3,4,2,3,3,1,3,1,1,3,1,4,2,4,1,4,2,2,4,2,4,1,2,2,1,2,3,2,3,3,2,1,4,2,2,2,3,2,2,2,1,3,1,3,1,1,2,4,3,2,3,1,3,4,2,2,2,1,2,1,2,2,2,3,2,2,3,1,2,1,1,3,3,3,2,3,2,2,1,1,1,3,2,2,2,2,2,2,4,2,1,2,3,3,3,1,3,3,3,3,2,2,1,2,4,1,1,3,3,4,2,3,2,4,3,2,3,2,3,3,1,1,1,1,2,2,1,2,3,1,2,2,1,2,3,2,3,2,1,3,5,1,3,3,2,4,2.26973684210526
"OLI",NA,"F",36,"TAI","verus",3,2,5,2,1,2,3,4,3,2,3,2,2,2,1,2,1,4,4,3,2,4,3,2,5,2,3,1,2,2,2,1,3,2,2,3,2,3,3,2,3,2,2,2,3,3,1,4,1,4,1,2,2,4,4,2,3,1,2,3,1,2,2,1,1,1,3,2,2,2,2,2,3,2,2,2,2,3,4,4,2,4,2,2,2,1,1,2,1,2,2,3,2,2,3,3,1,2,2,3,3,2,3,4,3,2,2,2,2,3,3,2,2,3,2,5,2,2,2,2,3,2,2,2,4,2,1,2,2,1,1,3,2,2,2,2,2,2,5,1,1,3,1,1,1,1,2,1,1,1,1,4,2.27631578947368
"LOU",NA,"F",29,"TAI","verus",2,2,4,2,1,3,3,3,4,3,3,4,2,2,1,3,1,6,2,3,1,3,2,2,4,2,3,3,2,2,1,1,3,2,2,2,2,3,3,2,3,2,2,1,2,4,2,3,1,4,2,3,3,4,2,2,3,1,3,2,2,2,2,2,2,1,2,3,3,3,2,3,3,2,2,2,2,3,4,4,2,4,2,3,2,3,1,2,1,3,2,3,4,3,2,3,1,2,1,3,2,2,3,3,4,2,1,2,2,2,6,3,1,3,3,6,1,2,2,2,2,2,3,2,3,3,1,1,1,1,1,3,2,2,2,2,2,2,4,2,3,1,1,1,1,1,3,1,1,1,1,4,2.34210526315789
"KUB",NA,"M",13,"TAI","verus",3,2,4,1,2,2,5,3,5,2,3,3,2,3,1,2,1,4,4,3,3,4,2,2,4,2,3,2,2,2,2,1,3,2,2,4,2,4,4,3,4,2,2,2,2,2,2,3,2,3,2,4,2,4,3,3,3,2,3,4,2,1,2,2,3,3,3,2,2,3,2,3,2,3,4,2,2,3,4,4,2,3,2,3,2,2,2,3,2,2,2,2,3,2,3,3,1,2,2,4,2,2,3,2,3,3,2,2,2,3,1,3,2,3,4,5,3,2,2,4,3,4,4,2,2,3,2,2,2,1,2,3,2,2,4,1,2,4,4,2,2,2,1,2,1,2,3,1,2,2,1,2,2.53947368421053
"KIN",NA,"F",19,"TAI","verus",2,1,4,2,1,3,2,4,1,2,3,2,3,3,1,4,1,4,3,3,1,2,2,3,4,1,1,2,3,1,1,2,2,1,2,2,2,4,4,3,3,2,2,4,3,2,3,2,1,3,1,2,1,6,2,3,2,2,3,3,3,1,1,1,2,3,2,2,2,3,2,3,2,2,2,2,1,2,4,3,1,2,2,2,2,1,1,2,2,3,3,2,2,2,3,3,2,2,1,4,2,2,2,3,4,2,2,2,2,2,5,1,2,2,3,2,2,2,2,4,2,3,3,2,4,2,1,2,2,1,2,3,2,3,3,3,2,2,3,3,4,3,4,4,4,4,5,2,4,5,4,3,2.42763157894737
"COC",NA,"F",29,"TAI","verus",3,2,3,3,2,4,3,3,6,2,3,2,2,1,1,2,1,4,3,4,4,3,3,2,5,3,2,2,1,3,2,3,5,2,2,2,3,3,3,2,3,2,2,3,3,3,3,2,2,3,2,1,3,4,2,3,4,1,2,3,3,2,2,2,3,2,2,3,3,3,2,3,3,3,3,1,2,4,3,4,3,4,1,3,2,3,1,4,1,3,2,3,3,2,3,4,2,3,2,3,3,3,3,4,3,2,2,2,2,2,4,2,1,4,3,4,1,3,3,2,2,3,4,2,5,3,1,1,2,2,2,3,2,2,6,2,2,3,2,2,3,2,1,2,1,1,3,1,2,2,2,4,2.58552631578947
"Alina",NA,"F",6,"TAI","verus",1,1,1,1,1,1,1,1,3,2,3,3,1,1,1,2,1,4,2,2,3,1,3,2,4,2,1,2,2,1,2,2,4,1,2,3,1,1,2,1,2,2,2,1,2,2,2,2,1,3,1,2,1,4,3,3,4,1,2,1,2,2,2,1,2,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,1,2,3,1,2,1,3,2,2,1,3,2,2,3,2,2,2,2,6,3,1,2,2,2,1,2,2,1,3,2,4,2,2,3,6,1,1,3,2,5,1,2,1,3,2,1,2,2,2,1,2,2,3,3,3,1,3,1,1,1,1,2,2,1,1,1,2,1.98026315789474
"Athena",NA,"F",2,"TAI","verus",1,1,1,1,1,1,2,1,5,3,3,5,1,1,1,4,1,4,1,1,1,1,2,1,3,2,1,1,1,1,2,2,4,4,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,4,1,2,3,1,1,3,2,2,1,1,2,1,1,4,2,1,1,1,2,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,3,1,2,2,1,4,1,1,1,1,2,1,2,1,1,4,2,5,2,1,2,2,1,1,3,1,3,5,1,1,3,1,1,1,1,1,1,1,1,5,2,4,4,3,4,4,3,4,6,4,5,4,4,2,1.89473684210526
"Atra",NA,"F",20,"TAI","verus",1,1,2,1,1,2,2,2,1,2,3,2,1,1,1,2,1,4,1,2,3,3,2,2,3,2,3,1,1,4,2,1,3,2,1,2,2,1,3,2,2,2,2,3,2,2,1,2,2,1,1,3,2,4,1,2,4,1,1,2,2,2,2,2,2,1,2,3,3,2,2,3,3,2,3,1,2,2,3,3,3,3,1,2,2,3,2,3,1,4,2,2,3,2,2,3,1,2,2,2,2,2,2,3,2,3,2,2,1,1,3,2,2,3,2,4,2,1,2,5,1,2,2,2,4,3,2,3,2,1,2,1,2,2,3,2,6,2,4,3,3,3,2,2,2,3,5,2,3,2,1,3,2.18421052631579
"Celine",NA,"F",6,"TAI","verus",1,1,1,1,1,1,2,1,3,3,3,4,1,1,1,6,1,4,1,2,4,1,2,2,4,2,2,2,1,2,3,1,5,2,2,3,2,1,3,1,2,2,2,2,1,3,2,3,1,1,1,1,1,4,1,2,4,1,1,2,2,2,2,1,2,1,1,3,2,1,2,2,3,2,2,1,2,2,3,3,3,2,1,2,1,2,1,2,1,3,1,3,1,2,2,3,2,2,4,1,3,2,2,2,3,1,2,1,2,2,2,1,1,3,2,3,3,2,3,4,1,1,2,1,3,4,1,2,2,2,1,1,1,1,3,2,3,2,5,3,2,3,3,2,2,2,5,2,3,2,1,2,2.05921052631579
"Coco",NA,"F",21,"TAI","verus",2,2,4,3,3,2,2,2,4,3,3,4,2,2,1,6,2,4,3,2,5,4,2,3,4,3,2,2,3,2,2,2,4,2,2,2,3,3,3,1,3,2,2,4,2,3,2,3,2,3,2,4,3,4,2,3,4,2,3,3,2,2,2,3,3,2,2,2,2,3,2,3,2,2,2,2,2,3,4,3,2,3,2,3,2,2,3,4,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,1,2,2,1,4,2,3,3,5,2,3,3,3,2,2,3,2,4,5,2,2,2,1,3,2,2,2,3,3,2,1,1,2,5,4,2,3,2,3,5,1,4,3,2,4,2.61184210526316
"Gogol",NA,"M",10,"TAI","verus",1,1,1,1,1,2,1,2,1,4,3,4,2,1,1,6,1,4,2,3,4,3,2,2,4,2,3,3,1,2,1,2,2,1,1,3,1,1,3,1,2,1,2,1,2,2,2,2,1,3,1,2,2,4,2,2,3,1,2,3,1,2,2,1,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,4,1,2,1,1,1,1,1,4,2,3,1,2,2,2,1,3,1,2,2,2,1,2,2,4,2,2,1,1,2,2,3,3,2,2,2,4,3,2,2,5,3,2,2,2,3,2,1,3,3,1,2,3,1,1,3,3,2,3,4,3,2,1,2,2,1,1,3,1,2,2,1,2,2.04605263157895
"Haraka",NA,"M",26,"TAI","verus",2,1,1,1,1,3,2,2,2,3,3,2,3,3,2,6,1,4,4,4,4,3,3,4,5,3,4,4,4,1,2,2,4,2,3,2,2,4,3,2,3,2,2,3,3,3,3,3,2,3,3,3,2,4,1,3,3,1,3,2,2,3,2,2,4,1,2,3,2,3,3,3,3,2,2,2,2,3,3,5,2,2,3,3,2,2,3,4,3,4,3,3,2,3,2,4,2,2,2,3,3,2,6,3,2,3,2,2,3,3,4,3,2,3,2,5,2,3,3,2,3,2,3,2,5,4,2,2,2,2,2,2,2,2,3,2,2,2,2,3,1,2,1,2,1,1,6,4,2,1,1,4,2.64473684210526
"Huxel",NA,"M",4,"TAI","verus",1,1,1,1,1,1,2,1,4,2,3,1,2,1,2,6,2,5,2,2,5,4,2,2,4,2,2,3,1,2,3,2,5,2,2,3,1,1,3,1,2,2,2,1,2,2,4,3,1,2,1,2,1,5,1,2,4,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,3,2,2,1,2,1,3,1,2,1,3,2,2,3,3,1,2,4,2,2,2,2,4,3,1,2,2,2,2,3,2,1,2,2,4,3,3,6,6,6,1,2,2,5,2,2,1,3,2,2,2,2,2,2,2,5,4,4,2,5,3,2,4,4,4,5,4,4,4,5,2,2.40789473684211
"Ibrahim",NA,"M",1,"TAI","verus",1,1,1,1,1,1,2,1,1,3,3,3,2,2,1,6,2,4,3,2,4,4,2,3,5,2,2,2,3,2,3,2,5,3,2,4,2,3,3,3,2,2,2,3,2,2,4,3,1,4,1,4,2,5,2,2,5,2,2,4,2,3,2,3,4,2,2,3,3,2,2,2,3,2,2,1,3,3,2,4,3,4,2,2,3,1,2,3,3,4,1,3,2,3,2,4,2,2,4,3,2,2,3,3,3,3,3,2,2,3,2,2,2,3,4,5,3,3,2,5,2,1,4,2,3,4,2,1,3,2,1,2,1,2,4,3,4,4,1,2,3,3,2,4,4,3,5,3,3,2,2,1,2.61184210526316
"Jacobo",NA,"M",1,"TAI","verus",1,1,1,1,1,1,2,1,2,3,3,2,2,1,2,6,2,2,1,1,3,2,2,4,4,2,1,3,1,2,2,2,5,4,3,3,1,1,3,2,1,2,1,1,1,2,4,2,1,1,1,1,1,4,1,2,5,1,2,2,2,2,2,3,1,1,1,3,2,1,2,2,3,2,1,1,2,2,2,2,2,3,1,2,1,2,1,1,1,4,1,3,2,1,1,4,1,2,5,2,2,2,1,3,2,1,2,1,1,1,3,1,1,3,1,5,3,3,2,1,1,1,3,1,4,5,1,1,3,1,1,1,1,1,2,2,6,4,3,2,2,1,1,1,1,1,3,1,2,1,1,2,1.96710526315789
"Kaos",NA,"M",24,"TAI","verus",3,2,3,2,2,3,3,3,5,3,3,2,2,1,2,6,2,4,3,2,6,3,2,2,5,3,3,2,1,3,3,2,5,2,3,3,2,1,4,2,3,2,2,4,2,3,1,3,2,3,1,3,2,4,2,2,4,1,2,3,6,2,2,2,2,2,2,3,3,2,2,3,3,2,2,2,2,4,3,4,3,3,2,2,1,2,2,4,2,4,3,3,3,2,3,4,2,2,3,3,2,2,3,3,3,2,3,2,2,3,2,2,2,3,3,4,2,3,2,5,2,3,4,2,3,2,3,2,4,6,2,3,1,2,4,2,6,4,2,2,3,2,1,3,2,3,2,2,3,4,1,2,2.68421052631579
"Kinshas",NA,"M",10,"TAI","verus",1,1,1,1,1,2,1,2,1,3,3,4,3,1,1,6,2,4,2,1,4,3,2,4,5,2,3,4,2,2,3,2,5,2,1,3,1,1,3,2,2,2,2,1,2,2,2,3,2,3,1,2,3,4,2,3,5,2,2,3,1,1,2,3,2,1,1,3,3,2,2,2,3,2,2,2,2,3,2,4,2,2,2,2,1,2,2,3,2,2,2,2,2,2,3,3,2,2,4,2,1,2,2,3,3,2,3,1,2,2,1,3,2,2,2,5,3,4,2,1,1,2,2,2,5,4,2,2,4,1,1,2,2,1,3,3,6,2,3,2,3,4,2,3,4,4,5,2,4,3,1,2,2.38815789473684
"Kuba",NA,"M",4,"TAI","verus",1,1,1,1,1,1,2,1,3,3,3,2,2,1,1,6,2,4,1,2,3,3,2,3,4,2,2,1,1,2,3,2,4,2,2,3,1,2,3,2,2,2,2,2,2,2,2,2,1,3,1,2,2,5,6,2,5,1,2,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,2,1,2,2,2,4,2,2,2,3,1,2,1,3,2,3,1,2,2,2,1,4,1,2,3,2,2,3,3,4,4,3,2,1,2,1,3,3,1,3,4,3,3,3,6,4,2,1,2,2,4,2,2,1,3,1,1,2,1,2,2,3,6,3,2,3,1,1,2,2,1,1,3,1,2,2,1,1,2.22368421052632
"Linus",NA,"M",8,"TAI","verus",1,1,2,1,1,1,2,1,4,2,3,3,2,1,1,6,2,4,1,2,4,4,2,3,4,2,2,2,2,2,2,2,5,2,2,4,2,1,3,2,2,2,2,1,2,2,3,3,1,2,2,3,3,5,2,2,5,2,2,3,1,2,2,2,2,3,1,3,2,2,2,2,3,3,2,2,2,2,2,4,2,3,2,2,2,2,3,3,2,2,2,2,3,2,2,4,2,2,4,2,3,2,3,2,3,2,2,1,2,1,4,2,1,3,2,3,3,2,2,5,2,1,3,2,4,3,1,1,3,1,2,1,1,2,2,2,6,3,5,3,4,5,4,4,4,4,7,3,5,5,4,2,2.50657894736842
"Lucas",NA,"M",3,"TAI","verus",1,1,1,1,1,1,2,1,5,3,3,1,2,1,2,6,2,5,1,2,5,3,3,4,5,3,2,3,2,2,6,2,5,4,2,3,1,2,3,2,2,2,2,4,2,2,2,3,2,2,2,2,3,4,2,2,5,1,3,2,1,2,2,2,2,2,1,3,2,6,2,3,4,2,2,1,2,2,2,4,3,4,2,2,2,2,1,3,2,3,1,3,2,2,2,4,2,2,4,2,2,2,2,5,3,3,2,1,2,2,5,2,1,3,2,4,3,3,3,1,2,1,1,2,4,4,2,6,3,2,1,2,6,2,3,3,6,3,1,3,1,2,2,2,2,1,3,2,2,2,1,2,2.48684210526316
"Margot",NA,"F",26,"TAI","verus",2,2,2,1,1,3,1,2,3,1,3,3,1,1,2,6,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,1,1,2,3,2,1,1,1,2,1,1,1,2,3,1,4,2,1,1,1,1,1,1,1,3,1,2,1,3,6,3,3,6,6,6,6,5,6,6,1,5,6,6,2,4,1.75
"Max",NA,"M",6,"TAI","verus",1,1,1,1,1,1,1,1,4,1,3,2,2,1,1,6,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,2,1,1,1,4,1,2,1,2,1,1,1,1,1,3,1,1,3,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,1,3,1,6,2,1,1,2,1,1,1,2,2,3,2,2,4,1,1,2,2,2,2,1,1,3,1,2,3,6,1,1,4,6,6,4,3,3,2,2,2,2,1,3,2,2,2,2,2,1.71052631578947
"Olduvai",NA,"M",7,"TAI","verus",1,1,1,1,1,1,1,1,5,2,3,1,1,1,1,6,2,2,1,1,3,2,2,3,4,2,2,1,1,2,1,1,3,2,2,3,2,1,2,1,2,1,2,3,2,2,2,2,1,1,1,1,1,4,1,1,4,1,3,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,1,1,1,1,2,4,4,3,2,2,2,1,1,2,2,5,2,2,1,3,1,2,3,6,2,2,3,6,2,5,6,6,6,6,5,6,6,1,5,6,6,1,2,2.19078947368421
"Olivia",NA,"F",26,"TAI","verus",2,2,2,1,2,2,3,2,2,3,3,3,1,1,1,6,2,3,1,3,3,1,2,1,2,2,1,2,2,2,1,2,4,2,3,2,1,2,3,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,3,3,3,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,3,3,2,3,1,2,2,2,1,2,2,4,3,2,2,2,2,2,1,1,2,2,2,2,2,4,4,6,1,1,2,3,3,2,2,2,1,2,2,1,2,3,1,2,2,2,1,2,1,1,1,1,3,1,6,2,2,1,6,3,1,2,4,3,2,6,3,2,5,2,3,2,2,4,2.13815789473684
"Rebecca",NA,"F",4,"TAI","verus",1,1,1,1,1,2,1,1,3,1,3,4,1,2,3,6,1,2,1,1,1,3,1,2,1,1,3,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,3,1,1,1,1,3,1,1,1,1,1,2,4,3,2,1,4,3,2,1,2,5,2,1,3,1,5,1,1,2,2,1,2,1,6,1,2,2,6,3,3,2,4,2,2,6,2,2,5,1,2,2,2,2,1.73684210526316
"Sagu",NA,"M",12,"TAI","verus",1,2,2,2,2,4,2,3,5,3,3,1,3,3,4,6,2,4,6,3,4,4,2,1,4,3,3,3,2,3,3,2,4,3,2,4,2,3,3,3,2,2,2,4,2,2,4,4,2,4,1,3,3,4,3,3,4,2,2,4,1,2,2,3,2,4,2,3,3,3,2,2,3,2,2,2,2,6,4,4,2,4,4,2,1,2,2,4,2,2,3,2,4,3,2,3,1,2,2,3,3,2,2,3,3,2,3,1,2,4,3,3,1,4,3,4,2,3,6,2,1,3,3,2,4,5,3,4,4,2,1,3,6,2,4,3,6,3,5,3,4,3,3,3,3,3,6,3,3,2,1,3,2.89473684210526
"Settut",NA,"M",5,"TAI","verus",2,1,1,2,1,2,3,1,1,2,3,1,3,2,4,6,2,5,4,3,5,4,3,2,5,3,4,3,2,2,3,2,5,3,3,3,2,2,4,3,3,2,2,1,2,3,4,3,1,3,1,3,3,4,2,2,5,1,2,3,2,3,2,3,2,3,2,3,3,2,2,3,4,2,2,2,3,3,3,4,3,5,3,2,2,2,2,4,2,3,2,3,3,3,4,5,2,2,3,3,2,2,2,4,3,3,3,1,3,2,2,3,2,4,5,2,3,4,3,2,1,1,3,2,5,5,2,2,3,2,1,3,6,2,3,2,6,3,1,2,5,3,2,2,3,2,5,1,2,2,4,2,2.73684210526316
"Taboo",NA,"M",9,"TAI","verus",1,1,1,2,1,2,1,1,3,2,3,4,2,1,4,6,2,2,1,2,4,3,2,1,4,2,1,1,1,2,1,2,4,2,2,3,1,1,2,1,2,2,2,2,2,2,4,1,1,2,1,1,2,3,2,2,5,1,2,2,1,2,2,1,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,3,2,3,2,2,1,2,1,3,1,3,2,2,2,2,2,2,2,2,4,2,2,3,2,2,3,1,1,1,2,6,2,3,1,3,1,6,3,4,2,1,1,1,3,2,2,3,3,1,3,1,2,3,6,2,2,1,6,3,3,3,4,3,2,2,3,2,5,2,3,2,1,2,2.19736842105263
